epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,444.65,2.94184,4.95585,4.21847,0,0,0,0,1.955,5.13091,4.12331,0.00012973,0.00012973,0.00012973
2,876.085,2.86521,4.87273,4.14402,0,0,0,0,1.86426,5.14025,3.88001,0.000260459,0.000260459,0.000260459
3,1358.19,2.91112,4.82517,4.05654,0.00041,0.3,0.0054,0.00147,1.8106,5.10592,3.26447,0.000388548,0.000388548,0.000388548
4,1819.34,2.86122,4.67523,3.87937,0.90821,0.00962,0.01647,0.00519,1.85282,5.70026,3.01658,0.00038812,0.00038812,0.00038812
5,2245.2,2.75271,4.54268,3.63675,0.00481,0.82141,0.02903,0.00891,1.83854,6.21616,3.43911,0.00038416,0.00038416,0.00038416
6,2712.7,2.50823,4.34323,3.3705,0.4208,0.23316,0.0969,0.04886,1.79318,9.22077,2.74209,0.0003802,0.0003802,0.0003802
7,3122.52,2.33402,4.07936,3.14514,0.35746,0.27251,0.08487,0.05379,1.48315,6.0177,2.51079,0.00037624,0.00037624,0.00037624
8,3509.52,2.11211,3.81135,2.87038,0.2209,0.42643,0.15962,0.08461,1.49564,4.87986,2.42355,0.00037228,0.00037228,0.00037228
9,3897.33,1.90557,3.57771,2.70159,0.18191,0.47833,0.27368,0.16407,1.24137,4.14707,2.17487,0.00036832,0.00036832,0.00036832
10,4248.91,1.77101,3.39755,2.50277,0.33346,0.56184,0.26808,0.1902,1.11469,3.76141,1.99418,0.00036436,0.00036436,0.00036436
11,4595.82,1.66823,3.23781,2.37114,0.23846,0.4441,0.33415,0.24876,0.92321,3.13363,1.80272,0.0003604,0.0003604,0.0003604
12,4942.14,1.47912,3.03597,2.23456,0.20138,0.69618,0.35928,0.27396,0.82484,3.24412,1.6885,0.00035644,0.00035644,0.00035644
13,5287.58,1.38049,2.88967,2.09675,0.19629,0.61343,0.35436,0.27071,0.81547,3.10433,1.6192,0.00035248,0.00035248,0.00035248
14,5632.14,1.32027,2.83764,2.03599,0.22698,0.66713,0.35122,0.27736,0.78407,3.31003,1.65543,0.00034852,0.00034852,0.00034852
15,5977.67,1.27508,2.78953,1.96965,0.33774,0.61054,0.38884,0.31135,0.75726,2.89167,1.57148,0.00034456,0.00034456,0.00034456
16,6321.64,1.19233,2.66134,1.92202,0.29195,0.65021,0.4519,0.36624,0.76734,2.71349,1.53108,0.0003406,0.0003406,0.0003406
17,6666.3,1.15089,2.62296,1.8804,0.24973,0.685,0.42143,0.32295,0.86318,2.5977,1.59794,0.00033664,0.00033664,0.00033664
18,7010.57,1.10589,2.567,1.84372,0.32137,0.65349,0.43057,0.364,0.66131,2.47657,1.41763,0.00033268,0.00033268,0.00033268
19,7379.81,1.12773,2.50314,1.81218,0.3628,0.67754,0.43552,0.36074,0.73053,2.53142,1.46336,0.00032872,0.00032872,0.00032872
20,7725.63,1.05558,2.44194,1.75436,0.32852,0.78043,0.4208,0.34284,0.71923,2.55721,1.42319,0.00032476,0.00032476,0.00032476
21,8071.32,1.04954,2.41464,1.73768,0.39452,0.68722,0.48807,0.41482,0.62647,2.42007,1.35044,0.0003208,0.0003208,0.0003208
22,8416.51,1.01822,2.36516,1.70202,0.41478,0.78749,0.49904,0.41926,0.67011,2.40146,1.38453,0.00031684,0.00031684,0.00031684
23,8761.48,1.00003,2.31209,1.65927,0.41322,0.71077,0.5301,0.45066,0.61794,2.36565,1.35191,0.00031288,0.00031288,0.00031288
24,9106.95,0.97143,2.27952,1.6374,0.41653,0.69438,0.55796,0.47474,0.59912,2.35795,1.33259,0.00030892,0.00030892,0.00030892
25,9451.36,0.98215,2.25017,1.6371,0.40162,0.76563,0.51109,0.43918,0.57089,2.34544,1.27397,0.00030496,0.00030496,0.00030496
26,9797.48,0.93318,2.15897,1.58,0.42771,0.73323,0.63579,0.54343,0.62512,2.24344,1.32566,0.000301,0.000301,0.000301
27,10142.3,0.91081,2.15846,1.57647,0.40435,0.73297,0.60886,0.51379,0.60644,2.0756,1.30614,0.00029704,0.00029704,0.00029704
28,10487.4,0.91527,2.11296,1.56988,0.48145,0.63613,0.62323,0.52748,0.62719,2.23382,1.32199,0.00029308,0.00029308,0.00029308
29,10832.9,0.90114,2.08045,1.55145,0.52615,0.73598,0.68177,0.58212,0.59514,2.09232,1.2894,0.00028912,0.00028912,0.00028912
30,11176.9,0.88501,2.0926,1.53854,0.48557,0.74676,0.7013,0.60535,0.57985,1.99719,1.26132,0.00028516,0.00028516,0.00028516
31,11522.1,0.89362,2.05867,1.52846,0.65619,0.66332,0.72633,0.63006,0.56935,2.01581,1.2486,0.0002812,0.0002812,0.0002812
32,11866.1,0.86341,1.9836,1.50119,0.65494,0.7076,0.71074,0.61049,0.57878,1.88912,1.25835,0.00027724,0.00027724,0.00027724
33,12211.1,0.85822,2.04008,1.49294,0.56381,0.70143,0.74793,0.65485,0.54891,1.83168,1.22241,0.00027328,0.00027328,0.00027328
34,12556.9,0.84372,1.96756,1.48586,0.55876,0.77826,0.76185,0.65516,0.58661,1.79173,1.26431,0.00026932,0.00026932,0.00026932
35,12901.2,0.81631,1.95245,1.46259,0.65644,0.64786,0.75577,0.66527,0.53689,1.85414,1.20205,0.00026536,0.00026536,0.00026536
36,13245.3,0.83379,1.93908,1.46815,0.65736,0.73951,0.7846,0.68317,0.54755,1.81975,1.25074,0.0002614,0.0002614,0.0002614
37,13590.1,0.82387,1.91371,1.46841,0.56729,0.76002,0.81798,0.72229,0.51685,1.6438,1.17778,0.00025744,0.00025744,0.00025744
38,13935.6,0.81048,1.86224,1.45786,0.88429,0.64565,0.84658,0.74726,0.52818,1.54999,1.20401,0.00025348,0.00025348,0.00025348
39,14281.8,0.80169,1.8365,1.42108,0.73018,0.70344,0.8227,0.7255,0.51282,1.62963,1.18833,0.00024952,0.00024952,0.00024952
40,14626.6,0.78774,1.77322,1.42324,0.72286,0.76053,0.83024,0.73063,0.54197,1.66516,1.19559,0.00024556,0.00024556,0.00024556
41,14972.4,0.77021,1.74603,1.40376,0.57951,0.78634,0.77269,0.68059,0.5285,1.60019,1.18284,0.0002416,0.0002416,0.0002416
42,15317.4,0.78305,1.72449,1.4102,0.79457,0.66287,0.8567,0.75447,0.53038,1.46436,1.18756,0.00023764,0.00023764,0.00023764
43,15663.1,0.77181,1.71641,1.39143,0.79678,0.76283,0.89464,0.79157,0.52928,1.38817,1.18292,0.00023368,0.00023368,0.00023368
44,16008.3,0.76235,1.66386,1.38574,0.92039,0.64525,0.87459,0.77663,0.50093,1.35516,1.14993,0.00022972,0.00022972,0.00022972
45,16354.1,0.75899,1.65633,1.3828,0.79157,0.81247,0.9007,0.7998,0.51826,1.31191,1.18082,0.00022576,0.00022576,0.00022576
46,16699.2,0.76175,1.65534,1.3762,0.76642,0.78246,0.85557,0.76816,0.48061,1.33581,1.14419,0.0002218,0.0002218,0.0002218
47,17044.5,0.7478,1.61726,1.37333,0.71074,0.73975,0.88956,0.79554,0.50928,1.37702,1.18787,0.00021784,0.00021784,0.00021784
48,17389.4,0.75133,1.63709,1.35995,0.71033,0.83981,0.86517,0.7668,0.50672,1.24053,1.16543,0.00021388,0.00021388,0.00021388
49,17734.2,0.72915,1.54676,1.34685,0.65642,0.86896,0.877,0.79079,0.47766,1.35301,1.12121,0.00020992,0.00020992,0.00020992
50,18079.6,0.73513,1.56927,1.33684,0.85562,0.77229,0.92478,0.83013,0.48178,1.21204,1.13965,0.00020596,0.00020596,0.00020596
51,18425.3,0.71296,1.52966,1.33288,0.84556,0.79802,0.91141,0.81559,0.4851,1.14631,1.14764,0.000202,0.000202,0.000202
52,18769.8,0.74322,1.54964,1.34861,0.74868,0.84659,0.8936,0.79766,0.49338,1.19206,1.15021,0.00019804,0.00019804,0.00019804
53,19114.8,0.69493,1.48747,1.31115,0.83079,0.82762,0.90293,0.81356,0.48945,1.0941,1.15204,0.00019408,0.00019408,0.00019408
54,19459.5,0.72092,1.49091,1.32713,0.80261,0.89255,0.91424,0.80491,0.54608,1.1115,1.19653,0.00019012,0.00019012,0.00019012
55,19827.9,0.71818,1.47015,1.32246,0.77288,0.93336,0.93147,0.83888,0.47911,1.04553,1.1269,0.00018616,0.00018616,0.00018616
56,20236.7,0.69129,1.42159,1.30828,0.87612,0.82431,0.92882,0.82826,0.50008,1.07211,1.16128,0.0001822,0.0001822,0.0001822
57,20630.9,0.6883,1.38672,1.29825,0.88827,0.85897,0.94365,0.85187,0.46235,1.03028,1.11732,0.00017824,0.00017824,0.00017824
58,21001.8,0.67511,1.34903,1.2954,0.83674,0.85827,0.94158,0.85457,0.45316,1.03406,1.1104,0.00017428,0.00017428,0.00017428
59,21372.2,0.69178,1.3939,1.29921,0.92433,0.79038,0.94544,0.84904,0.48676,1.06424,1.14401,0.00017032,0.00017032,0.00017032
60,21740.1,0.69816,1.37404,1.30425,0.82585,0.88378,0.90834,0.81335,0.47487,1.07633,1.13364,0.00016636,0.00016636,0.00016636
61,22109.6,0.68443,1.34926,1.29169,0.8835,0.89863,0.94089,0.85357,0.45149,0.91902,1.1011,0.0001624,0.0001624,0.0001624
62,22483,0.71705,1.35399,1.29586,0.801,0.93165,0.94026,0.85605,0.44887,0.95202,1.09822,0.00015844,0.00015844,0.00015844
63,22855.3,0.69019,1.30727,1.29126,0.95805,0.85485,0.96327,0.86551,0.47434,0.89694,1.13156,0.00015448,0.00015448,0.00015448
64,23237,0.675,1.27441,1.28409,0.87284,0.9214,0.96293,0.86865,0.4632,0.86609,1.11571,0.00015052,0.00015052,0.00015052
65,23627.6,0.67852,1.29701,1.2832,0.84227,0.90896,0.92158,0.8324,0.456,0.94974,1.10528,0.00014656,0.00014656,0.00014656
66,24016.8,0.66687,1.27121,1.27097,0.88072,0.93283,0.96747,0.87726,0.46425,0.8692,1.1166,0.0001426,0.0001426,0.0001426
67,24406.3,0.67706,1.28249,1.27924,0.94449,0.86833,0.95783,0.86721,0.46183,0.86635,1.11518,0.00013864,0.00013864,0.00013864
68,24815.3,0.65708,1.21211,1.25952,0.91495,0.94401,0.97595,0.88081,0.46183,0.79691,1.11641,0.00013468,0.00013468,0.00013468
